date,sales,date,Year,Month,Year_month,Weekday,Day,ret_1,ret_2,ret_7,dcoilwtico
2015-04-24,46718.22501,2015-04-24,2015,4,2015-04,Friday,24,39648.423998000006,44404.82103,47798.787,55.98
2015-04-25,50740.840036,2015-04-25,2015,4,2015-04,Saturday,25,46718.22501,39648.423998000006,51996.92800000001,55.56
2015-04-26,50316.227000000006,2015-04-26,2015,4,2015-04,Sunday,26,50740.840036,46718.22501,52800.013011,55.56
2015-04-27,46487.70504,2015-04-27,2015,4,2015-04,Monday,27,50316.227000000006,50740.840036,50890.03399999999,55.56
2015-04-28,40324.017,2015-04-28,2015,4,2015-04,Tuesday,28,46487.70504,50316.227000000006,43272.644991,57.05
2015-04-29,43024.197011,2015-04-29,2015,4,2015-04,Wednesday,29,40324.017,46487.70504,44404.82103,58.55
2015-04-30,43010.43296,2015-04-30,2015,4,2015-04,Thursday,30,43024.197011,40324.017,39648.423998000006,59.62
2015-05-01,56709.17397,2015-05-01,2015,5,2015-05,Friday,1,43010.43296,43024.197011,46718.22501,59.1
2015-05-02,59790.19900000001,2015-05-02,2015,5,2015-05,Saturday,2,56709.17397,43010.43296,50740.840036,58.92
2015-05-03,60648.03002,2015-05-03,2015,5,2015-05,Sunday,3,59790.19900000001,56709.17397,50316.227000000006,58.92
2015-05-04,55467.167994,2015-05-04,2015,5,2015-05,Monday,4,60648.03002,59790.19900000001,46487.70504,58.92
2015-05-05,51360.184001,2015-05-05,2015,5,2015-05,Tuesday,5,55467.167994,60648.03002,40324.017,60.38
2015-05-06,55950.73698,2015-05-06,2015,5,2015-05,Wednesday,6,51360.184001,55467.167994,43024.197011,60.93
2015-05-07,43546.957014,2015-05-07,2015,5,2015-05,Thursday,7,55950.73698,51360.184001,43010.43296,58.99
2015-05-08,50686.790005999996,2015-05-08,2015,5,2015-05,Friday,8,43546.957014,55950.73698,56709.17397,59.41
2015-05-09,66642.148002,2015-05-09,2015,5,2015-05,Saturday,9,50686.790005999996,43546.957014,59790.19900000001,59.23
2015-05-10,48435.683000000005,2015-05-10,2015,5,2015-05,Sunday,10,66642.148002,50686.790005999996,60648.03002,59.23
2015-05-11,54486.679022,2015-05-11,2015,5,2015-05,Monday,11,48435.683000000005,66642.148002,55467.167994,59.23
2015-05-12,46091.040990999994,2015-05-12,2015,5,2015-05,Tuesday,12,54486.679022,48435.683000000005,51360.184001,60.72
2015-05-13,49071.33,2015-05-13,2015,5,2015-05,Wednesday,13,46091.040990999994,54486.679022,55950.73698,60.5
2015-05-14,43052.63102,2015-05-14,2015,5,2015-05,Thursday,14,49071.33,46091.040990999994,43546.957014,59.89
2015-05-15,49334.77098,2015-05-15,2015,5,2015-05,Friday,15,43052.63102,49071.33,50686.790005999996,59.73
2015-05-16,61362.549999999996,2015-05-16,2015,5,2015-05,Saturday,16,49334.77098,43052.63102,66642.148002,59.44
2015-05-17,66688.091001,2015-05-17,2015,5,2015-05,Sunday,17,61362.549999999996,49334.77098,48435.683000000005,59.44
2015-05-18,52498.40998700001,2015-05-18,2015,5,2015-05,Monday,18,66688.091001,61362.549999999996,54486.679022,59.44
2015-05-19,46099.739,2015-05-19,2015,5,2015-05,Tuesday,19,52498.40998700001,66688.091001,46091.040990999994,57.3
2015-05-20,47861.465019999996,2015-05-20,2015,5,2015-05,Wednesday,20,46099.739,52498.40998700001,49071.33,58.96
2015-05-21,41331.675002,2015-05-21,2015,5,2015-05,Thursday,21,47861.465019999996,46099.739,43052.63102,60.18
2015-05-22,47780.666000000005,2015-05-22,2015,5,2015-05,Friday,22,41331.675002,47861.465019999996,49334.77098,58.88
2015-05-23,59527.348,2015-05-23,2015,5,2015-05,Saturday,23,47780.666000000005,41331.675002,61362.549999999996,57.29
2015-05-24,62850.181979999994,2015-05-24,2015,5,2015-05,Sunday,24,59527.348,47780.666000000005,66688.091001,57.29
2015-05-25,57727.18002099999,2015-05-25,2015,5,2015-05,Monday,25,62850.181979999994,59527.348,52498.40998700001,57.29
2015-05-26,45921.67699,2015-05-26,2015,5,2015-05,Tuesday,26,57727.18002099999,62850.181979999994,46099.739,57.29
2015-05-27,55139.833944000005,2015-05-27,2015,5,2015-05,Wednesday,27,45921.67699,57727.18002099999,47861.465019999996,57.51
2015-05-28,44074.56902,2015-05-28,2015,5,2015-05,Thursday,28,55139.833944000005,45921.67699,41331.675002,57.69
2015-05-29,54026.496973999994,2015-05-29,2015,5,2015-05,Friday,29,44074.56902,55139.833944000005,47780.666000000005,60.25
2015-05-30,65919.91597,2015-05-30,2015,5,2015-05,Saturday,30,54026.496973999994,44074.56902,59527.348,60.24
2015-05-31,76182.10800000001,2015-05-31,2015,5,2015-05,Sunday,31,65919.91597,54026.496973999994,62850.181979999994,60.24
2015-06-01,75782.7377,2015-06-01,2015,6,2015-06,Monday,1,76182.10800000001,65919.91597,57727.18002099999,60.24
2015-06-02,72376.070987,2015-06-02,2015,6,2015-06,Tuesday,2,75782.7377,76182.10800000001,45921.67699,61.3
2015-06-03,80887.04498,2015-06-03,2015,6,2015-06,Wednesday,3,72376.070987,75782.7377,55139.833944000005,59.67
2015-06-04,57268.802008,2015-06-04,2015,6,2015-06,Thursday,4,80887.04498,72376.070987,44074.56902,58.0
2015-06-05,66422.04503899999,2015-06-05,2015,6,2015-06,Friday,5,57268.802008,80887.04498,54026.496973999994,59.11
2015-06-06,79150.607078,2015-06-06,2015,6,2015-06,Saturday,6,66422.04503899999,57268.802008,65919.91597,58.15
2015-06-07,89831.82002,2015-06-07,2015,6,2015-06,Sunday,7,79150.607078,66422.04503899999,76182.10800000001,58.15
2015-06-08,69680.91301,2015-06-08,2015,6,2015-06,Monday,8,89831.82002,79150.607078,75782.7377,58.15
2015-06-09,62072.95297,2015-06-09,2015,6,2015-06,Tuesday,9,69680.91301,89831.82002,72376.070987,60.15
2015-06-10,69142.009,2015-06-10,2015,6,2015-06,Wednesday,10,62072.95297,69680.91301,80887.04498,61.36
2015-06-11,53382.616895,2015-06-11,2015,6,2015-06,Thursday,11,69142.009,62072.95297,57268.802008,60.74
2015-06-12,62133.60602000001,2015-06-12,2015,6,2015-06,Friday,12,53382.616895,69142.009,66422.04503899999,59.96
2015-06-13,72408.36299000001,2015-06-13,2015,6,2015-06,Saturday,13,62133.60602000001,53382.616895,79150.607078,59.53
2015-06-14,78960.80601,2015-06-14,2015,6,2015-06,Sunday,14,72408.36299000001,62133.60602000001,89831.82002,59.53
2015-06-15,68311.02899800001,2015-06-15,2015,6,2015-06,Monday,15,78960.80601,72408.36299000001,69680.91301,59.53
2015-06-16,65480.10402,2015-06-16,2015,6,2015-06,Tuesday,16,68311.02899800001,78960.80601,62072.95297,60.01
2015-06-17,74763.319005,2015-06-17,2015,6,2015-06,Wednesday,17,65480.10402,68311.02899800001,69142.009,59.89
2015-06-18,58090.42896800001,2015-06-18,2015,6,2015-06,Thursday,18,74763.319005,65480.10402,53382.616895,60.41
2015-06-19,68295.47891399999,2015-06-19,2015,6,2015-06,Friday,19,58090.42896800001,74763.319005,62133.60602000001,59.62
2015-06-20,86050.871288,2015-06-20,2015,6,2015-06,Saturday,20,68295.47891399999,58090.42896800001,72408.36299000001,60.01
2015-06-21,68456.05096000001,2015-06-21,2015,6,2015-06,Sunday,21,86050.871288,68295.47891399999,78960.80601,60.01
2015-06-22,66981.23800000001,2015-06-22,2015,6,2015-06,Monday,22,68456.05096000001,86050.871288,68311.02899800001,60.01
2015-06-23,61635.635024,2015-06-23,2015,6,2015-06,Tuesday,23,66981.23800000001,68456.05096000001,65480.10402,61.05
2015-06-24,71163.414998,2015-06-24,2015,6,2015-06,Wednesday,24,61635.635024,66981.23800000001,74763.319005,60.01
2015-06-25,53499.16196,2015-06-25,2015,6,2015-06,Thursday,25,71163.414998,61635.635024,58090.42896800001,59.59
2015-06-26,63070.808921,2015-06-26,2015,6,2015-06,Friday,26,53499.16196,71163.414998,68295.47891399999,59.41
2015-06-27,74030.00598100001,2015-06-27,2015,6,2015-06,Saturday,27,63070.808921,53499.16196,86050.871288,58.34
2015-06-28,76468.516,2015-06-28,2015,6,2015-06,Sunday,28,74030.00598100001,63070.808921,68456.05096000001,58.34
2015-06-29,66902.856038,2015-06-29,2015,6,2015-06,Monday,29,76468.516,74030.00598100001,66981.23800000001,58.34
2015-06-30,61826.41,2015-06-30,2015,6,2015-06,Tuesday,30,66902.856038,76468.516,61635.635024,59.48
2015-07-01,88066.998993,2015-07-01,2015,7,2015-07,Wednesday,1,61826.41,66902.856038,71163.414998,56.94
2015-07-02,62924.39900150001,2015-07-02,2015,7,2015-07,Thursday,2,88066.998993,61826.41,53499.16196,56.93
2015-07-03,76944.562999,2015-07-03,2015,7,2015-07,Friday,3,62924.39900150001,88066.998993,63070.808921,52.48
2015-07-04,86897.96603,2015-07-04,2015,7,2015-07,Saturday,4,76944.562999,62924.39900150001,74030.00598100001,52.48
2015-07-05,86194.73703,2015-07-05,2015,7,2015-07,Sunday,5,86897.96603,76944.562999,76468.516,52.48
2015-07-06,64118.058,2015-07-06,2015,7,2015-07,Monday,6,86194.73703,86897.96603,66902.856038,52.48
2015-07-07,64518.78199,2015-07-07,2015,7,2015-07,Tuesday,7,64118.058,86194.73703,61826.41,52.33
2015-07-08,74615.053019,2015-07-08,2015,7,2015-07,Wednesday,8,64518.78199,64118.058,88066.998993,51.61
2015-07-09,61403.899,2015-07-09,2015,7,2015-07,Thursday,9,74615.053019,64518.78199,62924.39900150001,52.76
2015-07-10,69502.60798999999,2015-07-10,2015,7,2015-07,Friday,10,61403.899,74615.053019,76944.562999,52.74
2015-07-11,71648.36499,2015-07-11,2015,7,2015-07,Saturday,11,69502.60798999999,61403.899,86897.96603,52.19
2015-07-12,74942.694169,2015-07-12,2015,7,2015-07,Sunday,12,71648.36499,69502.60798999999,86194.73703,52.19
2015-07-13,62865.505989,2015-07-13,2015,7,2015-07,Monday,13,74942.694169,71648.36499,64118.058,52.19
2015-07-14,58817.696,2015-07-14,2015,7,2015-07,Tuesday,14,62865.505989,74942.694169,64518.78199,53.05
2015-07-15,68753.889033,2015-07-15,2015,7,2015-07,Wednesday,15,58817.696,62865.505989,74615.053019,51.4
2015-07-16,57018.07601999999,2015-07-16,2015,7,2015-07,Thursday,16,68753.889033,58817.696,61403.899,50.9
2015-07-17,66674.358015,2015-07-17,2015,7,2015-07,Friday,17,57018.07601999999,68753.889033,69502.60798999999,50.88
2015-07-18,75365.20702,2015-07-18,2015,7,2015-07,Saturday,18,66674.358015,57018.07601999999,71648.36499,50.11
2015-07-19,72613.814976,2015-07-19,2015,7,2015-07,Sunday,19,75365.20702,66674.358015,74942.694169,50.11
2015-07-20,67117.688998,2015-07-20,2015,7,2015-07,Monday,20,72613.814976,75365.20702,62865.505989,50.11
2015-07-21,56746.726026,2015-07-21,2015,7,2015-07,Tuesday,21,67117.688998,72613.814976,58817.696,50.59
2015-07-22,68441.86001,2015-07-22,2015,7,2015-07,Wednesday,22,56746.726026,67117.688998,68753.889033,49.27
2015-07-23,54849.89399,2015-07-23,2015,7,2015-07,Thursday,23,68441.86001,56746.726026,57018.07601999999,48.11
2015-07-24,62003.079999999994,2015-07-24,2015,7,2015-07,Friday,24,54849.89399,68441.86001,66674.358015,47.98
2015-07-25,66276.89904999999,2015-07-25,2015,7,2015-07,Saturday,25,62003.079999999994,54849.89399,75365.20702,47.17
2015-07-26,67784.621994,2015-07-26,2015,7,2015-07,Sunday,26,66276.89904999999,62003.079999999994,72613.814976,47.17
2015-07-27,64292.406301,2015-07-27,2015,7,2015-07,Monday,27,67784.621994,66276.89904999999,67117.688998,47.17
2015-07-28,56998.095002,2015-07-28,2015,7,2015-07,Tuesday,28,64292.406301,67784.621994,56746.726026,47.97
2015-07-29,62876.718995,2015-07-29,2015,7,2015-07,Wednesday,29,56998.095002,64292.406301,68441.86001,48.77
2015-07-30,50093.240999,2015-07-30,2015,7,2015-07,Thursday,30,62876.718995,56998.095002,54849.89399,48.53
2015-07-31,66222.016,2015-07-31,2015,7,2015-07,Friday,31,50093.240999,62876.718995,62003.079999999994,47.11
2015-08-01,80473.061,2015-08-01,2015,8,2015-08,Saturday,1,66222.016,50093.240999,66276.89904999999,45.25
2015-08-02,77762.13898999999,2015-08-02,2015,8,2015-08,Sunday,2,80473.061,66222.016,67784.621994,45.25
2015-08-03,76341.005,2015-08-03,2015,8,2015-08,Monday,3,77762.13898999999,80473.061,64292.406301,45.25
2015-08-04,61777.419008000004,2015-08-04,2015,8,2015-08,Tuesday,4,76341.005,77762.13898999999,56998.095002,45.75
2015-08-05,69698.442,2015-08-05,2015,8,2015-08,Wednesday,5,61777.419008000004,76341.005,62876.718995,45.13
2015-08-06,51399.825991,2015-08-06,2015,8,2015-08,Thursday,6,69698.442,61777.419008000004,50093.240999,44.69
2015-08-07,65036.869999999995,2015-08-07,2015,8,2015-08,Friday,7,51399.825991,69698.442,66222.016,43.87
2015-08-08,66454.580102,2015-08-08,2015,8,2015-08,Saturday,8,65036.869999999995,51399.825991,80473.061,44.94
2015-08-09,52406.575045000005,2015-08-09,2015,8,2015-08,Sunday,9,66454.580102,65036.869999999995,77762.13898999999,44.94
2015-08-10,62295.144099000005,2015-08-10,2015,8,2015-08,Monday,10,52406.575045000005,66454.580102,76341.005,44.94
2015-08-11,63991.859899999996,2015-08-11,2015,8,2015-08,Tuesday,11,62295.144099000005,52406.575045000005,61777.419008000004,43.11
2015-08-12,69428.0439415,2015-08-12,2015,8,2015-08,Wednesday,12,63991.859899999996,62295.144099000005,69698.442,43.22
2015-08-13,53110.54498100001,2015-08-13,2015,8,2015-08,Thursday,13,69428.0439415,63991.859899999996,51399.825991,42.27
2015-08-14,81104.971986,2015-08-14,2015,8,2015-08,Friday,14,53110.54498100001,69428.0439415,65036.869999999995,42.45
2015-08-15,82493.37698,2015-08-15,2015,8,2015-08,Saturday,15,81104.971986,53110.54498100001,66454.580102,41.93
2015-08-16,73688.06910000001,2015-08-16,2015,8,2015-08,Sunday,16,82493.37698,81104.971986,52406.575045000005,41.93
2015-08-17,64867.197012000004,2015-08-17,2015,8,2015-08,Monday,17,73688.06910000001,82493.37698,62295.144099000005,41.93
2015-08-18,59003.681011,2015-08-18,2015,8,2015-08,Tuesday,18,64867.197012000004,73688.06910000001,63991.859899999996,42.58
2015-08-19,67036.85102999999,2015-08-19,2015,8,2015-08,Wednesday,19,59003.681011,64867.197012000004,69428.0439415,40.75
2015-08-20,52403.819004000004,2015-08-20,2015,8,2015-08,Thursday,20,67036.85102999999,59003.681011,53110.54498100001,41.0
2015-08-21,63316.37002,2015-08-21,2015,8,2015-08,Friday,21,52403.819004000004,67036.85102999999,81104.971986,40.45
2015-08-22,69253.24798,2015-08-22,2015,8,2015-08,Saturday,22,63316.37002,52403.819004000004,82493.37698,38.22
2015-08-23,68732.733014,2015-08-23,2015,8,2015-08,Sunday,23,69253.24798,63316.37002,73688.06910000001,38.22
2015-08-24,64320.989992300005,2015-08-24,2015,8,2015-08,Monday,24,68732.733014,69253.24798,64867.197012000004,38.22
2015-08-25,57329.216010000004,2015-08-25,2015,8,2015-08,Tuesday,25,64320.989992300005,68732.733014,59003.681011,39.15
2015-08-26,70229.57598750001,2015-08-26,2015,8,2015-08,Wednesday,26,57329.216010000004,64320.989992300005,67036.85102999999,38.5
2015-08-27,51978.964992,2015-08-27,2015,8,2015-08,Thursday,27,70229.57598750001,57329.216010000004,52403.819004000004,42.47
2015-08-28,62333.38829100001,2015-08-28,2015,8,2015-08,Friday,28,51978.964992,70229.57598750001,63316.37002,45.29
2015-08-29,77116.65899,2015-08-29,2015,8,2015-08,Saturday,29,62333.38829100001,51978.964992,69253.24798,49.2
2015-08-30,72553.20602,2015-08-30,2015,8,2015-08,Sunday,30,77116.65899,62333.38829100001,68732.733014,49.2
2015-08-31,71187.652133,2015-08-31,2015,8,2015-08,Monday,31,72553.20602,77116.65899,64320.989992300005,49.2
2015-09-01,79637.810978,2015-09-01,2015,9,2015-09,Tuesday,1,71187.652133,72553.20602,57329.216010000004,45.38
2015-09-02,85674.908968,2015-09-02,2015,9,2015-09,Wednesday,2,79637.810978,71187.652133,70229.57598750001,46.3
2015-09-03,62793.541000000005,2015-09-03,2015,9,2015-09,Thursday,3,85674.908968,79637.810978,51978.964992,46.75
2015-09-04,69545.06201,2015-09-04,2015,9,2015-09,Friday,4,62793.541000000005,85674.908968,62333.38829100001,46.02
2015-09-05,82536.795,2015-09-05,2015,9,2015-09,Saturday,5,69545.06201,62793.541000000005,77116.65899,45.92
2015-09-06,79892.88002000001,2015-09-06,2015,9,2015-09,Sunday,6,82536.795,69545.06201,72553.20602,45.92
2015-09-07,71304.04598600001,2015-09-07,2015,9,2015-09,Monday,7,79892.88002000001,82536.795,71187.652133,45.92
2015-09-08,59550.123004,2015-09-08,2015,9,2015-09,Tuesday,8,71304.04598600001,79892.88002000001,79637.810978,45.92
2015-09-09,73852.93197,2015-09-09,2015,9,2015-09,Wednesday,9,59550.123004,71304.04598600001,85674.908968,44.13
2015-09-10,53873.62102,2015-09-10,2015,9,2015-09,Thursday,10,73852.93197,59550.123004,62793.541000000005,45.85
2015-09-11,66506.78999,2015-09-11,2015,9,2015-09,Friday,11,53873.62102,73852.93197,69545.06201,44.75
2015-09-12,78823.342,2015-09-12,2015,9,2015-09,Saturday,12,66506.78999,53873.62102,82536.795,44.07
2015-09-13,75926.956123,2015-09-13,2015,9,2015-09,Sunday,13,78823.342,66506.78999,79892.88002000001,44.07
2015-09-14,68289.34300000001,2015-09-14,2015,9,2015-09,Monday,14,75926.956123,78823.342,71304.04598600001,44.07
2015-09-15,61530.004999,2015-09-15,2015,9,2015-09,Tuesday,15,68289.34300000001,75926.956123,59550.123004,44.58
2015-09-16,76308.42099099999,2015-09-16,2015,9,2015-09,Wednesday,16,61530.004999,68289.34300000001,73852.93197,47.12
2015-09-17,57543.75,2015-09-17,2015,9,2015-09,Thursday,17,76308.42099099999,61530.004999,53873.62102,46.93
2015-09-18,66763.45902000001,2015-09-18,2015,9,2015-09,Friday,18,57543.75,76308.42099099999,66506.78999,44.71
2015-09-19,73663.425044,2015-09-19,2015,9,2015-09,Saturday,19,66763.45902000001,57543.75,78823.342,46.67
2015-09-20,76280.299,2015-09-20,2015,9,2015-09,Sunday,20,73663.425044,66763.45902000001,75926.956123,46.67
2015-09-21,67828.549997,2015-09-21,2015,9,2015-09,Monday,21,76280.299,73663.425044,68289.34300000001,46.67
2015-09-22,58784.331011,2015-09-22,2015,9,2015-09,Tuesday,22,67828.549997,76280.299,61530.004999,46.17
2015-09-23,71600.78898000001,2015-09-23,2015,9,2015-09,Wednesday,23,58784.331011,67828.549997,76308.42099099999,44.53
2015-09-24,52335.68799,2015-09-24,2015,9,2015-09,Thursday,24,71600.78898000001,58784.331011,57543.75,44.94
2015-09-25,64354.91200900001,2015-09-25,2015,9,2015-09,Friday,25,52335.68799,71600.78898000001,66763.45902000001,45.55
2015-09-26,73018.56099,2015-09-26,2015,9,2015-09,Saturday,26,64354.91200900001,52335.68799,73663.425044,44.4
2015-09-27,78862.73000099999,2015-09-27,2015,9,2015-09,Sunday,27,73018.56099,64354.91200900001,76280.299,44.4
2015-09-28,64557.4629992,2015-09-28,2015,9,2015-09,Monday,28,78862.73000099999,73018.56099,67828.549997,44.4
2015-09-29,55922.89,2015-09-29,2015,9,2015-09,Tuesday,29,64557.4629992,78862.73000099999,58784.331011,45.24
2015-09-30,70684.648991,2015-09-30,2015,9,2015-09,Wednesday,30,55922.89,64557.4629992,71600.78898000001,45.06
2015-10-01,67513.959999,2015-10-01,2015,10,2015-10,Thursday,1,70684.648991,55922.89,52335.68799,44.75
2015-10-02,75678.76089599999,2015-10-02,2015,10,2015-10,Friday,2,67513.959999,70684.648991,64354.91200900001,45.54
2015-10-03,81452.48595,2015-10-03,2015,10,2015-10,Saturday,3,75678.76089599999,67513.959999,73018.56099,46.28
2015-10-04,79586.78,2015-10-04,2015,10,2015-10,Sunday,4,81452.48595,75678.76089599999,78862.73000099999,46.28
2015-10-05,73548.949014,2015-10-05,2015,10,2015-10,Monday,5,79586.78,81452.48595,64557.4629992,46.28
2015-10-06,61880.464997999996,2015-10-06,2015,10,2015-10,Tuesday,6,73548.949014,79586.78,55922.89,48.53
2015-10-07,70905.70388,2015-10-07,2015,10,2015-10,Wednesday,7,61880.464997999996,73548.949014,70684.648991,47.86
2015-10-08,61268.449989999994,2015-10-08,2015,10,2015-10,Thursday,8,70905.70388,61880.464997999996,67513.959999,49.46
2015-10-09,64475.662988,2015-10-09,2015,10,2015-10,Friday,9,61268.449989999994,70905.70388,75678.76089599999,49.67
2015-10-10,63290.02007,2015-10-10,2015,10,2015-10,Saturday,10,64475.662988,61268.449989999994,81452.48595,47.09
2015-10-11,69663.78901000001,2015-10-11,2015,10,2015-10,Sunday,11,63290.02007,64475.662988,79586.78,47.09
2015-10-12,66756.191892,2015-10-12,2015,10,2015-10,Monday,12,69663.78901000001,63290.02007,73548.949014,47.09
2015-10-13,57512.957,2015-10-13,2015,10,2015-10,Tuesday,13,66756.191892,69663.78901000001,61880.464997999996,46.7
2015-10-14,70771.156982,2015-10-14,2015,10,2015-10,Wednesday,14,57512.957,66756.191892,70905.70388,46.63
2015-10-15,53866.584010000006,2015-10-15,2015,10,2015-10,Thursday,15,70771.156982,57512.957,61268.449989999994,46.38
2015-10-16,64633.299996,2015-10-16,2015,10,2015-10,Friday,16,53866.584010000006,70771.156982,64475.662988,47.3
2015-10-17,74492.052004,2015-10-17,2015,10,2015-10,Saturday,17,64633.299996,53866.584010000006,63290.02007,45.91
2015-10-18,77852.219009,2015-10-18,2015,10,2015-10,Sunday,18,74492.052004,64633.299996,69663.78901000001,45.91
2015-10-19,70871.44,2015-10-19,2015,10,2015-10,Monday,19,77852.219009,74492.052004,66756.191892,45.91
2015-10-20,61795.217217,2015-10-20,2015,10,2015-10,Tuesday,20,70871.44,77852.219009,57512.957,45.84
2015-10-21,71555.32403999999,2015-10-21,2015,10,2015-10,Wednesday,21,61795.217217,70871.44,70771.156982,45.22
2015-10-22,53156.2380098,2015-10-22,2015,10,2015-10,Thursday,22,71555.32403999999,61795.217217,53866.584010000006,44.9
2015-10-23,62652.0631,2015-10-23,2015,10,2015-10,Friday,23,53156.2380098,71555.32403999999,64633.299996,43.91
2015-10-24,69129.912979,2015-10-24,2015,10,2015-10,Saturday,24,62652.0631,53156.2380098,74492.052004,43.19
2015-10-25,77589.55500000001,2015-10-25,2015,10,2015-10,Sunday,25,69129.912979,62652.0631,77852.219009,43.19
2015-10-26,67439.67799,2015-10-26,2015,10,2015-10,Monday,26,77589.55500000001,69129.912979,70871.44,43.19
2015-10-27,53008.41202,2015-10-27,2015,10,2015-10,Tuesday,27,67439.67799,77589.55500000001,61795.217217,43.21
2015-10-28,65321.539275999996,2015-10-28,2015,10,2015-10,Wednesday,28,53008.41202,67439.67799,71555.32403999999,45.93
2015-10-29,55729.489033000005,2015-10-29,2015,10,2015-10,Thursday,29,65321.539275999996,53008.41202,53156.2380098,46.02
2015-10-30,66069.51702,2015-10-30,2015,10,2015-10,Friday,30,55729.489033000005,65321.539275999996,62652.0631,46.6
2015-10-31,70404.379979,2015-10-31,2015,10,2015-10,Saturday,31,66069.51702,55729.489033000005,69129.912979,46.12
2015-11-01,53010.59299999999,2015-11-01,2015,11,2015-11,Sunday,1,70404.379979,66069.51702,77589.55500000001,46.12
2015-11-02,53489.329999999994,2015-11-02,2015,11,2015-11,Monday,2,53010.59299999999,70404.379979,67439.67799,46.12
2015-11-03,77709.57303,2015-11-03,2015,11,2015-11,Tuesday,3,53489.329999999994,53010.59299999999,53008.41202,47.88
2015-11-04,90557.722959,2015-11-04,2015,11,2015-11,Wednesday,4,77709.57303,53489.329999999994,65321.539275999996,46.32
2015-11-05,64475.71498999999,2015-11-05,2015,11,2015-11,Thursday,5,90557.722959,77709.57303,55729.489033000005,45.27
2015-11-06,68724.224002,2015-11-06,2015,11,2015-11,Friday,6,64475.71498999999,90557.722959,66069.51702,44.32
2015-11-07,69513.326998,2015-11-07,2015,11,2015-11,Saturday,7,68724.224002,64475.71498999999,70404.379979,43.87
2015-11-08,82737.407996,2015-11-08,2015,11,2015-11,Sunday,8,69513.326998,68724.224002,53010.59299999999,43.87
2015-11-09,66597.98899,2015-11-09,2015,11,2015-11,Monday,9,82737.407996,69513.326998,53489.329999999994,43.87
2015-11-10,56925.035004,2015-11-10,2015,11,2015-11,Tuesday,10,66597.98899,82737.407996,77709.57303,44.23
2015-11-11,70567.035304,2015-11-11,2015,11,2015-11,Wednesday,11,56925.035004,66597.98899,90557.722959,42.95
2015-11-12,48472.9369947,2015-11-12,2015,11,2015-11,Thursday,12,70567.035304,56925.035004,64475.71498999999,41.74
2015-11-13,64570.775989999995,2015-11-13,2015,11,2015-11,Friday,13,48472.9369947,70567.035304,68724.224002,40.69
2015-11-14,72730.766,2015-11-14,2015,11,2015-11,Saturday,14,64570.775989999995,48472.9369947,69513.326998,41.68
2015-11-15,79861.82721799999,2015-11-15,2015,11,2015-11,Sunday,15,72730.766,64570.775989999995,82737.407996,41.68
2015-11-16,71026.051014,2015-11-16,2015,11,2015-11,Monday,16,79861.82721799999,72730.766,66597.98899,41.68
2015-11-17,59757.39501000001,2015-11-17,2015,11,2015-11,Tuesday,17,71026.051014,79861.82721799999,56925.035004,40.73
2015-11-18,74826.07497799999,2015-11-18,2015,11,2015-11,Wednesday,18,59757.39501000001,71026.051014,70567.035304,40.75
2015-11-19,54842.186010000005,2015-11-19,2015,11,2015-11,Thursday,19,74826.07497799999,59757.39501000001,48472.9369947,40.55
2015-11-20,63972.852001,2015-11-20,2015,11,2015-11,Friday,20,54842.186010000005,74826.07497799999,64570.775989999995,39.39
2015-11-21,69117.318789,2015-11-21,2015,11,2015-11,Saturday,21,63972.852001,54842.186010000005,72730.766,39.27
2015-11-22,76898.70100500001,2015-11-22,2015,11,2015-11,Sunday,22,69117.318789,63972.852001,79861.82721799999,39.27
2015-11-23,65129.99898999999,2015-11-23,2015,11,2015-11,Monday,23,76898.70100500001,69117.318789,71026.051014,39.27
2015-11-24,60876.753005,2015-11-24,2015,11,2015-11,Tuesday,24,65129.99898999999,76898.70100500001,59757.39501000001,40.89
2015-11-25,71422.32103,2015-11-25,2015,11,2015-11,Wednesday,25,60876.753005,65129.99898999999,74826.07497799999,41.22
2015-11-26,54938.097995000004,2015-11-26,2015,11,2015-11,Thursday,26,71422.32103,60876.753005,54842.186010000005,40.57
2015-11-27,62572.063,2015-11-27,2015,11,2015-11,Friday,27,54938.097995000004,71422.32103,63972.852001,40.57
2015-11-28,70036.67201,2015-11-28,2015,11,2015-11,Saturday,28,62572.063,54938.097995000004,69117.318789,40.43
2015-11-29,81734.56096799999,2015-11-29,2015,11,2015-11,Sunday,29,70036.67201,62572.063,76898.70100500001,40.43
2015-11-30,69930.2530155,2015-11-30,2015,11,2015-11,Monday,30,81734.56096799999,70036.67201,65129.99898999999,40.43
2015-12-01,74374.90304,2015-12-01,2015,12,2015-12,Tuesday,1,69930.2530155,81734.56096799999,60876.753005,40.58
2015-12-02,85115.742998,2015-12-02,2015,12,2015-12,Wednesday,2,74374.90304,69930.2530155,71422.32103,39.93
2015-12-03,60199.386022000006,2015-12-03,2015,12,2015-12,Thursday,3,85115.742998,74374.90304,54938.097995000004,41.08
2015-12-04,70576.94094,2015-12-04,2015,12,2015-12,Friday,4,60199.386022000006,85115.742998,62572.063,40.0
2015-12-05,79693.62899,2015-12-05,2015,12,2015-12,Saturday,5,70576.94094,60199.386022000006,70036.67201,37.64
2015-12-06,82332.7760195,2015-12-06,2015,12,2015-12,Sunday,6,79693.62899,70576.94094,81734.56096799999,37.64
